"","2001-07-01","2012-12-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-11-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01"
"71","ab",NA,"abfolge","monaten","abgedeckt","abend","gesundheitlichen","abendzeitung",NA,NA,"umsetzung","bmi","asylbewerber","sagt","spd","iv","regelung","abschnitt","webseite","behauptungen","rente","asylantraege","ausnahmefaellen","zweitfrauen","correctiv","muetterrente","privat","juni","gebe","dienst","gruenen","summe","lage","koch","grundrente","euro","behalten","abs","neue","bundesbehoerden","alters","entwurf","rolle","darf","sprecher","jeweilige","sollen","probleme","datenschutz","haften","sprecher","kraft","parteien","spd","stellt","sozialleistungen","sei","infektionsschutzgesetz","einrichtungen","spd","europa","feststellungspruefung","sprecherin","koennten","befugnisse","weiterhin","juli","euv","arbeit","festgelegt","°c"
"72","abalo",NA,"abfotografiert","sogenannte","abgedruckt","abendblatt","getan","aberkannt",NA,NA,"unterkunft","bundesbank","betrag","erst","tuerken","jobcenter","richtern","andererseits","jahre","karten","sauberes","rede","ausser","sei","bundeskanzlerin","nestprogramm","privatpatienten","anwesenden","afd","energiepolitik","groesste","themen","nordrheinwestfalen","kommunen","heutiger","millionen","deutschlands","regelungen","zeit","bundesinnenministeriums","bisher","ermittlung","abstimmungen","sagt","frage","wirtschaft","menschen","bekaempfung","offiziell","stimmt","falsch","laschet","selzer","artikel","frage","terhes","willen","haftet","regelung","organisation","europaeischen","mitgliedsstaaten","unterstuetzung","verhaengt","buendeln","privaten","gesetzlich","gendarmerie","regierung","inklusion","µm"
"73","abbag",NA,"abfotografierte","erklaert","abgefangen","abendlichen","getroffen","aberle",NA,NA,"zunaechst","cdu","dadurch","absatz","union","leistungen","staatsrat","anzubieten","sollen","bekommen","trinkwasser","nennt","bald","seite","gilt","rechtsextremismus","reform","beschlussfaehig","anfrage","europe","form","union","uebrigen","parlamentarischen","kfw","grenze","einnahmen","ernaehrung","bleiben","bundesverkehrsminister","sprecher","fluechtlingskrise","entscheidungen","schreiben","regierung","frage","lediglich","entscheidung","rede","mitglieder","eu","bekaempfung","beteiligt","verfuegung","seien","verlaengert","stelle","union","staatlichen","untergebracht","erhalten","sennewald","gruenen","verpflichtet","bundesgesetzblatt","telegram","eingestuft","wirtschaftsministerium","wer","internationaler","aachen"
"74","abbau",NA,"abfotografierten","erst","abgefeuert","abends","grundfreiheiten","abermals",NA,NA,"news","elternteil","dagegen","martin","frankreich","merkblatt","watergatetv","appellierte","menschen","seien","ende","grund","begruendung","unsere","konkret","union","spdsprecher","einreise","ab","foerderung","oktober","zahlungen","bewertet","plenarsaal","kommunen","kleine","finanziellen","drohen","zudem","einrichtungen","eindaemmung","geschlechtsidentitaet","fdp","teilen","darum","schweigen","abzuhalten","beschlossen","oeffentlich","rede","sachsenanhalt","sozialversicherungspflichtigen","wahl","neuen","europaeischen","wellcamp","kraft","gelte","gesundheitsschaeden","schreiben","beschlossen","vorschlag","moeglich","juli","einsaetze","erhaelt","unabhaengig","grenzen","rede","kuenftig","aan"
"75","abbauen",NA,"abfotografierter","menschen","abgefilmten","abendzeitung","grundgesetzes","abes",NA,NA,"angeblich","erhofft","gedeckt","bestaetigt","geht","mindestlohn","wirtschaftsministerium","aufgrund","gibt","darunter","falsch","angenommen","bereit","steht","mitglieder","wurde","unhcr","geld","email","gelte","geht","geht","ii","rentenerhoehung","kosten","arbeit","foerdermittel","gericht","deutschland","finanzielle","betroffene","gg","gezahlt","gebe","genannten","verordnungen","aktiengesellschaften","bund","lage","deutschen","duerfen","sprechen","bekommen","wer","regel","erhalten","femacamps","handy","wolle","familien","antwort","debatte","gestellt","zweiten","gesetzesaenderung","landes","verkauf","muessen","tunnel","vorschlaege","aap"
"76","abbauprodukt",NA,"abfrage","asylantraege","abgefiltert","aberkannt","gruppen","abfaelle",NA,NA,"arbeit","ersten","gesetzeslage","ende","drogenhandel","sgb","wirtschaftsministeriums","aufmerksamkeit","sagt","stimmt","correctiv","deutsche","betragen","recht","gemacht","jahren","versicherte","hartzivempfaenger","frage","gesetze","dafuer","ab","anonymousnews","journalistenwatch","leiterin","gefluechtete","foerderung","menschen","ausnahmezustand","gestattet","gedacht","identitaet","immunitaetsdokumentation","debatte","cdu","anfrage","aktionaere","regelungen","krankenkassen","verfahren","sprecherin","urteil","deutsche","bundesverfassungsgerichts","waere","alternative","badenwuerttemberg","stimmt","frankreich","dezember","demokratie","unabhaengig","fragen","bislang","kommunen","gilt","rechnet","oeffentlich","versorgung","zahlungen","aargauer"
"77","abbild",NA,"abfragen","haus","abgefragt","aberle","hindern","abfaellt",NA,NA,"naemlich","hilfe","gruene","deshalb","beispielsweise","vermittelt","zahlungen","aufnahme","andrea","beispielsweise","leben","stimmt","bewertungsskala","darauf","anfrage","recht","email","politischen","waere","gesetzliche","deshalb","pro","gilt","sache","ministerium","unterstuetzung","gesetzentwurf","deutschen","befristet","hochgefaehrlich","geplant","klagen","krefeld","entsprechende","stellen","investiert","anwenden","gerichts","wahlen","mehr","oeffentlichen","jahr","personen","grundgesetz","wahl","aufgehoben","statt","bundesrat","staat","staaten","badenwuerttemberg","sogenannten","ausserdem","niederlanden","laf","massnahmen","europaeische","website","zudem","zahlungsmittel","ab"
"78","abbilden",NA,"abgabe","humanitaeren","abgefuehrt","abermals","inhaltliche","abfall",NA,NA,"haetten","hofft","integration","gegenueber","laender","wolff","behauptet","aufstand","anwendungsbereich","oktober","beispiel","gegenueber","bundesrat","ueberschrift","spahn","beim","falsch","ruffert","behauptung","gesperrt","mal","wolle","komplette","behauptet","rueckgaengig","offen","gesetzliche","masern","bekommt","islam","recht","projekts","kuenftig","gruenen","aeussern","anbieten","boennighausen","rede","absatz","deutschlands","zehn","arbeit","flutkatastrophe","gueltigkeit","arbeitslosengeld","eukommission","november","diktatur","gelten","schaffen","facebookbeitrag","teilte","einzelnen","wichtig","lamb","wohnung","auslaendische","behoerden","wohnung","zentralbank","abalo"
"79","abbildet",NA,"abgaben","screenshot","abgegeben","abes","jahres","abflug",NA,NA,"welt","jurist","linken","berlin","ab","jahren","entschieden","beispielsweise","aufforderung","nutzer","dokument","online","dienstanweisung","islam","eukommission","teil","geht","sanktionen","aenderung","kraftwerks","richtig","ueberschrift","bundesregierung","stellen","sennewald","partei","gestrichen","muessen","epidemische","klargestellt","wolle","rechtlich","letztere","jeweiligen","beispielsweise","rede","bundesgesetzblatt","versicherten","geplant","landes","erklaerung","verfahren","zusaetzlich","recht","bundesgesetzblatt","reisende","gefaengnisse","moegliche","stellen","gefluechteten","acht","staatsbuerger","anfrage","brd","notstand","neuen","verordnung","mitglieder","abkommen","unterstuetzung","abbag"
"80","abbildung",NA,"abgeaendert","anfang","abgegebene","abfaelle","landesliste","abfolge",NA,NA,"mal","knapp","mieter","artikel","ausgewaehlten","europaeischen","neuen","berichten","aufsichtsbehoerden","deshalb","insgesamt","wer","drohen","hoehe","monatlich","correctiv","antwort","theoretisch","afdfraktion","leistungen","sagte","koennten","suggeriert","migration","sinne","papier","hartz","correctiv","fraktion","landesaerztekammer","verbot","rechtlichen","luebbewolff","mehrfach","screenshot","asylantraege","bundesministeriums","behauptung","teilnahme","kommen","derzeit","kommen","staat","rechtzeitig","bundesrepublik","verfahren","geht","verschiedene","bekommen","staatsangehoerigkeit","bezug","genf","ging","clankriminalitaet","paragraf","verlust","bekommen","aenderung","leben","beispiel","abbau"
"81","abbildungen",NA,"abgebaut","italien","abgegebenen","abfaellt","legal","abfotografiert",NA,NA,"teilen","koennten","nordrheinwestfalen","abkommen","hoehe","europa","website","berufliche","ausstatten","falsch","satz","heisst","eheschliessung","webseite","abschnitt","asyl","bundestag","verpflichtet","antrag","netzwerkdurchsetzungsgesetz","menschen","milliarden","heisst","pinews","soziales","unternehmen","iv","maximal","gesetzes","ordnungswidrigkeit","infektionsschutzgesetz","schrittweise","rente","korrekt","aenderungen","milliarden","bundestags","gerufen","interpretation","forderung","gelten","land","gefluechteten","stimmzettelschablone","emissionshandel","erklaerte","geschickt","strafen","deshalb","damaligen","email","beschluss","geht","eingeschraenkt","sanierungs","koennten","europaeischen","massnahme","sollten","person","abbauen"
"82","abbinder",NA,"abgeben","aktuell","abgeglichen","abfall","leser","abfotografierte",NA,NA,"ab","konkret","parteien","abschaffung","bezahlt","abkommens","gericht","besonders","austauschen","sollen","sollen","land","eigenen","mal","allerdings","demokratie","kipping","drei","asylanten","private","sei","regierung","erklaerte","insgesamt","verabschiedet","correctiv","landwirtschaft","debatte","gruene","plaene","deutschen","beispielsweise","renteneintrittsalter","bestimmte","amtliche","staatlichen","bundesverfassungsgericht","staaten","programm","eu","sogar","arbeitsagentur","buergerinnen","ueberhangmandate","finanzierung","einrichtungen","wolle","olaf","buerger","behauptet","formulierungen","leitfaden","deshalb","entscheidung","sinne","generell","jahre","vertreter","gesetzlich","innerhalb","abbauprodukt"
"83","abbott",NA,"abgebildet","wurde","abgegrenzt","abflug","lust","abfotografierten",NA,NA,"pro","korruption","piraten","aktuell","rahmen","zweiten","pressesprecher","bieten","automatisierte","ebenfalls","jahr","darin","entwurf","kommen","dabei","eeg","sogenannten","neue","ausgaben","privatpatienten","anerkannte","gearbeitet","per","bundesarbeitsministerium","verdienten","personen","landwirtschaftsministerin","gruenen","kurzfristigen","rechtslage","initiative","land","sozialhilfe","abgeordnete","angeboten","dabei","enden","pauschale","verordnung","angeordnet","pro","bereiche","heisst","vorgaben","gesetzes","beispielsweise","angewendet","juli","oeffentlich","stellung","buergerinnen","nrw","bundestag","notstand","staatenlose","hoehe","unterstuetzen","art","steht","souveraenitaet","abbild"
"84","abbrechen",NA,"abgebildete","abgeordnete","abgehalten","abfolge","mal","abfotografierter",NA,NA,"ausserdem","kritik","sieht","anwalt","millionen","japan","nationen","eigene","befinden","haus","beamte","webseite","eu","ab","sollen","forderte","news","europa","bestehenden","staatliche","anerkannten","fall","zunaechst","sogenannte","verfassungsgericht","geht","ministerin","neuen","leistungen","scheuer","moeglichkeit","jahr","trifft","bundestagssitzung","ausland","arbeit","finanziellen","bedeute","koenne","ausschusses","abgeordneten","beschlussempfehlung","buerger","wahlbeteiligung","koalition","buerger","zudem","zukunft","antwort","sprecher","festen","transition","euhaushalt","souveraenitaet","umgesetzt","bekaempfung","teilte","gebe","bundesrepublik","erhalt","abbilden"
"85","abbrennen",NA,"abgebildeten","abgeschoben","abgeholt","abfotografiert","menschenrechte","abfrage",NA,NA,"sprecher","laendern","startup","asyl","artikel","massnahmen","vereinten","einschliesslich","befuerchtete","frage","bekam","beitrag","fahrerlaubnis","darueber","suggeriert","gehoert","buerger","steht","betroffenen","streichen","ansturm","bekommen","dadurch","behauptung","walther","leben","reich","jens","parlamentarischen","solange","richtig","laendern","ueberhangmandate","dienste","beschlossene","geteilt","gefluechtete","gruene","massnahme","autofrei","ausbau","buergschaft","mehr","zweitstimmen","mitgliedstaaten","beteiligt","zunaechst","gemaess","erklaerte","explizit","buerger","mai","fuehrerschein","vereinbarung","unterbringung","dafuer","genannten","unternehmen","darf","verfuegen","abbildet"
"86","abbruch",NA,"abgebrochen","abgesegnet","abgeholzt","abfotografierte","migration","abfragen",NA,NA,"menschen","miete","ueberwiesen","ausgesprochen","regierung","welt","ueberschrift","einzelnen","bemerkte","dafuer","buerger","facebookseite","faq","drei","zeitung","gesundheit","automatisch","regelt","bleibt","verbieten","asylanten","zudem","prozess","haetten","daher","massnahmen","staerkung","geht","rente","strafbar","ministerium","sagt","umgesetzt","erlassen","bevoelkerungsschutzgesetz","geplant","hauptversammlung","internationalen","zustaendige","autofreie","bestraft","bundeslaender","armin","personen","olaf","internationale","angestellten","neue","beschwerde","bekaempfung","fluechtlinge","gelten","genfer","erklaerte","urteil","wenig","sicherheit","vorgesehen","kleidung","pruefung","abbildung"
"87","abbrueche",NA,"abgedeckt","abschaffen","abgeklaert","abfotografierten","politisch","abgabe",NA,NA,"problem","muessen","verbunden","auslaenderanteil","bekommt","wer","gibt","empfinde","berufen","gab","bundesministerium","erst","fuehrerscheine","dezember","kommission","kuenftig","ehemalige","festgestellt","bundesfamilienministerium","thema","beauftragt","seien","fluechtlingen","bauen","gegenueber","abstimmung","tuerkei","eltern","rentenversicherung","summe","angeboten","koch","verfassung","festgelegt","bundesrepublik","kleine","impfzwang","vorgesehen","zweck","buergerinitiative","bewerber","einspruch","eu","per","richter","ausnahmen","paar","ziel","bundestag","infektionsschutzgesetz","debatte","steht","grundsicherung","muessen","vereinbarung","heisst","jahren","ging","bezirksrat","zuwanderung","abbildungen"
"88","abc",NA,"abgedruckt","abschluss","abgekuerzt","abfotografierter","politischen","abgaben",NA,NA,"berichtet","nehmen","wahlrecht","automatische","crowdtangle","nachfrage","sei","entwickeln","bundesbeauftragte","abgelehnte","gehoert","mai","gesetzesaenderung","unterstuetzen","behauptungen","lebensverhaeltnisse","ebenfalls","monate","eigenes","solle","bedarf","muessen","nennt","verhindern","sollten","asylantraege","unattraktiv","setzt","voraussetzungen","urteil","besteht","nationalen","artikel","finanzielle","endgueltige","verteilt","infektionsschutzgesetzes","ziel","muessten","bundestags","bundestages","epidemische","rechte","vorschriften","vorschriften","beziehen","bundesregierung","schreiben","carlo","maerz","bildung","behauptungen","hinzuverdienen","bezieht","verfassung","lage","neu","bundesverfassungsgerichts","blockade","konto","abbinder"
"89","abdecken",NA,"abgefangen","acht","abgelassen","abfrage","pruefung","abgeaendert",NA,NA,"politiker","papier","wohnraum","bearbeitung","demnach","person","berichtet","erfuhren","datenschutzregelungen","abholen","kosten","tag","gesetzesentwurf","angehoerige","veroeffentlichte","linken","gruppierungen","frage","erhoehung","parteien","bekaempfung","moegliche","staat","bayern","bundestags","ausgenommen","wirtschaftsministerium","hamburg","gegenueber","zukuenftigen","laender","minister","schreibt","fokus","erhalte","neu","nachzulesen","nummer","schulen","dar","einfamilienhaeuser","gelder","partei","spaetestens","menschen","beispiel","ausgesetzt","menschen","einzelfall","steht","beispielsweise","bildung","hungern","neue","unternehmen","gefahr","buergerinnen","fluechtlingen","eukommission","zuge","abbott"
"90","abdeckung",NA,"abgefeuert","aenderung","abgelaufen","abfragen","regelungen","abgebaut",NA,NA,"personen","schriftlichen","zeitinterview","beratung","franzoesische","allerdings","erwaehnt","erhalten","empfohlen","ag","nahrung","gibt","kommunen","anspruch","webseite","schutz","moeglich","urteil","falle","bank","bund","zuwanderung","art","geht","aeussern","betreuung","zahlungen","nehmen","online","bezieht","thema","versicherung","quarantaenemassnahmen","fuellmich","explizit","sprecher","parlamentarische","deutschen","verbot","gesetzesaenderung","einreisenden","gesamtausgaben","ausgestattet","wahlbeobachter","gestellt","bekommen","massnahmen","mitteilung","eugh","wort","gruenen","art","nr","staaten","neue","sieben","sowie","gefoerdert","finanziert","bezahlen","abbrechen"
"91","abdruck",NA,"abgefilmten","aktualitaet","abgelaufene","abgabe","schon","abgeben",NA,NA,"bereits","sogenannten","zusammenarbeit","beschlossen","wurde","artikels","nachgefragt","erklaeren","entwarnung","altmaier","pension","abgelehnt","methode","arbeit","weitere","stellen","neuen","recht","fraktion","geaendert","bundesvereinigung","schreibt","gehoert","satz","fall","bundesdeutsche","weiterhin","wer","steht","mehr","muessen","europaeische","entzogen","gesetze","ezb","unterschrift","ungueltig","punkt","zukunft","insolvent","epidemische","gesetz","bereitgestellt","muesse","zustaendig","pressemitteilung","sollten","diverse","gesetze","euro","verteilung","bekommen","offensichtliche","neuen","bisher","abs","alleinstehende","gesetze","grundgesetz","bundesministerium","abbrennen"
"92","abdruecke",NA,"abgefiltert","angeblich","abgelegt","abgaben","schreibt","abgebildet",NA,NA,"anfrage","staatssekretaer","jedoch","bestrafen","fluechtlinge","seite","sowie","erste","erkundigen","antrag","sorgen","abgesehen","rechtlichen","ehegatten","seite","weder","regierung","leben","fuehrerschein","leserbrief","einrichtung","falsch","schreibt","gebe","forderung","dirk","neue","behauptungen","antwort","artikel","heisst","angepasst","beschloss","heimlich","geregelt","lediglich","verabschiedet","bleiben","amt","papiers","erlassen","gesetzesaenderung","bundesfinanzministeriums","geht","schutz","alg","gelten","mehr","grundgesetz","laender","bmas","muessen","organspende","bestimmter","europaeische","aufgabe","aufgehoben","gestrichen","handy","bundesrepublik","abbruch"
"93","abe",NA,"abgefragt","angeboten","abgelehnt","abgeaendert","screenshot","abgebildete",NA,NA,"seien","teilnahme","wochenblickat","csu","besonders","aktionsplan","antwort","exil","erste","asylantrag","mal","ablauf","sogar","einfuehrung","ausserdem","behauptung","politiker","jedoch","gkv","spd","einseitig","allerdings","frei","per","migranten","droht","deutsche","arbeit","ehemalige","erreichen","artikel","seiten","frist","juristische","grundrecht","mehr","verfassungswidrig","richtlinien","fragen","privat","feststellung","gruenenfraktion","erftstadt","fehlende","bundestags","aufenthaltsgesetz","europaeischen","geaendert","hartz","deutschlands","bundesrepublik","aenderungsvorschlag","persoenlichen","entscheidungen","ausnahmezustand","bafin","aufnehmen","infektionsschutzgesetz","obst","kraft","abbrueche"
"94","abel",NA,"abgefuehrt","angekommen","abgelehnte","abgebaut","sinne","abgebildeten",NA,NA,"sei","unterstuetzung","zehn","datenschutz","gesundheitsministerium","deshalb","deutschen","fluechtlingskrise","europaeischen","aufforderung","tuerkei","abzug","sogenannten","familienangehoerige","abzulehnen","seit","juni","befinden","gruene","griechenland","erstattet","sollen","sollten","grund","urteil","einreise","zweck","gruppen","frage","bestehenden","abgaben","gesetz","umsetzung","juristischen","infrastruktur","duerfen","artikel","erklaerte","gebieten","punkte","gemaess","langfristig","fluthilfefonds","armin","parlaments","buergerinnen","grundlage","wolle","iv","politische","drittstaatsangehoerige","bundesverband","rentnerinnen","foerderung","geaendert","bekommt","beschlossen","medbvsv","paragraf","un","abc"
"95","abend",NA,"abgegeben","anhaltende","abgeleitet","abgeben","staat","abgebrochen",NA,NA,"beitrag","vereinbart","laut","definiert","seite","dienste","jahren","freiheit","falle","aufhalten","regierung","aeussern","sollten","gebuehren","altersentschaedigung","fluechtlinge","muessen","internetseite","gruenen","rente","europaeisches","kommen","analysetool","kommen","wolle","erstaufnahmeeinrichtungen","moegliche","schutz","einreich","bundesbeamte","abgelehnt","vertrag","entschieden","nachkommen","interpretiert","per","maerz","form","per","rentenversicherung","gesetz","parlamentarische","flutopfer","erklaert","bestimmten","einreisende","behauptungen","falsch","klagen","anfrage","entschaedigung","duerften","sozialleistungen","verbot","gutachten","beschaffen","fuehrerschein","mitgliedsstaaten","verbieten","ursula","abdecken"
"96","abendblatt",NA,"abgegebene","antwort","abgelenkt","abgebildet","staatliche","abgedeckt",NA,NA,"fazit","verfuegung","gilt","derzeit","deutschen","entwicklung","schreibt","friedens","geplant","ausbildung","november","angekuendigten","standards","gesundheitsministerium","asylbewerber","geht","personen","schreibt","guetern","verfuegung","eurozone","analysetool","muesse","organisationen","kommen","haushaltsplan","dagegen","bekommen","monat","bundestag","besprechung","umstaenden","bedingungen","pension","kef","daher","stimmt","gegenteil","entwicklung","vdk","glaeubiger","recht","geregelt","sei","angestellten","fraktionen","strukturen","neu","lastenausgleich","erklaert","geplanten","eignung","toiletten","unterzubringen","europaeischen","bevoelkerungsschutz","grundsicherung","rates","verpflegung","moeglich","abdeckung"
"97","abendlichen",NA,"abgegebenen","asylbewerbern","abgelesen","abgebildete","steuerzahler","abgedruckt",NA,NA,"laut","verkauf","konnten","diskutiert","seien","frage","august","gefluechtete","gruenden","ausgestellt","stehen","angelegt","tichys","internetplattformen","asylbewerbern","steht","menschen","gefluechteten","laendern","beschlossen","freizuegigkeit","neu","email","behauptungen","deutschlands","jobcenter","anwender","heisst","regierung","daraus","bestechung","programm","darf","richter","koerperlichen","deswegen","sollten","union","bedeutet","voraussetzung","kanzlerkandidat","resolutionen","gesetz","seien","anspruch","gedacht","muessten","wer","pariser","aenderung","goldstandards","einnahmen","trans","justizministerin","wolle","bundes","kuenftige","reichsbuerger","ende","ausland","abdruck"
"98","abends",NA,"abgeglichen","aufenthaltstitel","abgenommen","abgebildeten","szenario","abgefangen",NA,NA,"abgelehnt","verwies","unserer","dokument","fall","gebe","zahlen","gefluechteten","gruene","ausland","sagt","angewendet","uebrigen","klaegerin","ausdruecklich","sechs","abgeordnete","fall","monatlich","gesetzlichen","gefluechteten","abgelehnt","innerhalb","jahr","abkommen","journalistenwatch","beschaeftigte","internationalen","schreibt","foerdern","bewilligt","gebrauch","recht","schneider","maximal","steht","entzogen","pruefen","webseite","falsch","koerperlichen","risikogebiet","gesetzentwuerfen","csu","pruefung","gefluechtete","geplant","abschaffung","soziales","koenne","impffolgeschaeden","eintrittsalter","versicherungen","sagte","bundestags","bundesrat","leistungen","sceptic","anfrage","abgeordneten","abdruecke"
"99","abendzeitung",NA,"abgegrenzt","aufforderung","abgeordnete","abgebrochen","todesstrafe","abgefeuert",NA,NA,"abschluss","vorrang","sowie","eingreifen","gibt","geschuetzte","kommen","gegenwaertige","gueltig","beantragen","bedingungen","annehmen","unterstuetzen","koennten","ausgezahlt","koenne","angepasst","unabhaengig","parlamentarische","punkt","gelten","asylsuchende","news","massnahmen","monatlich","kampagne","kleine","zuletzt","vorher","europaeische","denjenigen","waehrung","abgeschlossen","strafe","paragraf","begriff","internationalen","naechsten","ab","per","kompromiss","schrittweise","ip","bezieht","schreibens","inhaftierte","antwort","amtsblatt","trat","hohen","lastenausgleichsgesetz","empfehlungen","wiederaufbau","paragraf","gesetzlichen","bundestags","vertrag","schmid","behoerde","partei","abe"
"100","aberkannt",NA,"abgehalten","ausgabe","abgeordneten","abgedeckt","umsonst","abgefilmten",NA,NA,"abzug","wohnen","gruende","entschaedigungszahlungen","abgesichert","iiaendg","tatsaechlich","gehe","hierauf","behoerden","markus","anwendung","verbieten","krankenversicherung","auskommen","kommen","arbeit","aussage","renteneintrittsalter","nutzen","gis","ausdruecklich","ab","geplant","neu","kommission","angewiesen","rahmen","erklaerte","retten","entnahme","geld","besuch","verfassung","plaene","erhalten","rahmen","geht","moegliche","sei","suvs","solange","parlament","bekommen","parlament","integration","wer","ansprueche","vertraege","facebookpost","monatlich","entscheidungen","wohnraum","abkommen","unterstuetzung","christine","vetorecht","souveraenitaet","strassen","gehen","abel"
